0.20,2.20
0.20,1.50
0.20,1.90
0.20,2.00
0.20,10.00
0.20,0.90
0.20,1.00
0.20,1.00
0.20,1.70
0.20,0.90
0.20,1.70
0.20,1.70
0.20,1.70
0.20,1.70
0.20,1.40
0.20,1.70
0.20,1.40
0.20,1.10
0.20,10.00
0.20,1.80
0.20,2.70
0.20,2.00
0.20,1.00
0.20,2.00
0.20,1.00
0.20,1.00
0.20,1.40
0.20,1.00
0.20,1.20
0.20,2.30
0.20,2.10
0.20,2.00
0.20,1.00
0.20,1.00
0.20,10.00
0.20,2.00
0.20,1.30
0.20,10.00
0.20,2.00
0.20,7.00
0.20,2.00
0.20,10.00
0.20,2.70
0.20,2.00
0.20,2.50
0.20,4.00
0.20,2.00
0.21,2.00
0.21,2.00
0.21,1.80
0.21,3.40
0.21,1.80
0.21,2.20
0.21,1.70
0.21,3.00
0.21,1.80
0.21,1.70
0.21,1.90
0.21,1.90
0.21,1.80
0.21,1.00
0.21,1.70
0.21,1.70
0.21,1.80
0.21,0.90
0.21,1.70
0.21,1.00
0.21,1.80
0.21,1.70
0.21,1.30
0.21,1.40
0.21,1.00
0.21,2.00
0.21,1.70
0.21,2.00
0.21,1.50
0.21,1.80
0.21,1.30
0.21,1.60
0.21,1.50
0.21,10.00
0.21,1.70
0.21,5.00
0.21,1.70
0.21,1.70
0.21,1.00
0.21,3.00
0.21,1.00
0.21,2.00
0.21,10.00
0.21,10.00
0.21,10.00
0.21,3.40
0.21,4.00
0.21,2.00
0.21,3.20
0.21,3.00
0.21,3.00
0.21,0.50
0.21,7.00
0.21,2.00
0.21,2.00
0.22,2.10
0.22,2.20
0.22,2.00
0.22,3.00
0.22,2.00
0.22,2.20
0.22,2.50
0.22,3.00
0.22,10.00
0.22,10.00
0.22,20.00
0.22,1.50
0.22,1.80
0.22,1.70
0.22,2.00
0.22,1.70
0.22,1.80
0.22,1.70
0.22,3.00
0.22,1.10
0.22,2.00
0.22,1.70
0.22,1.40
0.22,10.00
0.22,1.90
0.22,2.00
0.22,0.60
0.22,2.00
0.22,1.20
0.22,3.00
0.22,1.80
0.22,1.50
0.22,1.40
0.22,1.90
0.22,2.00
0.22,1.70
0.22,1.70
0.22,1.00
0.22,1.30
0.22,1.60
0.22,1.20
0.22,0.80
0.22,1.50
0.22,2.00
0.22,10.00
0.22,1.70
0.22,1.70
0.22,3.00
0.22,10.00
0.22,2.00
0.22,10.00
0.22,3.00
0.22,12.00
0.23,4.00
0.23,4.00
0.23,2.70
0.23,3.00
0.23,2.30
0.23,2.60
0.23,1.50
0.23,1.70
0.23,1.40
0.23,1.20
0.23,2.40
0.23,2.10
0.23,1.80
0.23,10.00
0.23,10.00
0.23,2.00
0.23,1.00
0.23,1.20
0.23,1.80
0.23,1.80
0.23,1.30
0.23,2.00
0.23,1.80
0.23,1.70
0.23,1.80
0.23,1.70
0.23,1.70
0.23,1.10
0.23,1.80
0.23,1.40
0.23,1.70
0.23,1.60
0.23,2.10
0.23,1.10
0.23,6.00
0.23,2.00
0.23,1.00
0.23,7.00
0.23,2.50
0.23,3.40
0.23,1.00
0.23,10.00
0.23,1.40
0.23,1.40
0.23,10.00
0.23,10.00
0.23,10.00
0.23,4.00
0.23,2.20
0.23,1.00
0.23,3.00
0.24,3.50
0.24,1.90
0.24,3.30
0.24,2.10
0.24,4.00
0.24,3.00
0.24,10.00
0.24,1.20
0.24,1.10
0.24,1.10
0.24,2.50
0.24,2.00
0.24,1.70
0.24,2.00
0.24,1.70
0.24,2.00
0.24,1.80
0.24,1.40
0.24,1.90
0.24,1.80
0.24,1.20
0.24,2.20
0.24,2.00
0.24,5.00
0.24,1.00
0.24,2.00
0.24,1.00
0.24,2.00
0.24,7.00
0.24,10.00
0.24,1.90
0.24,10.00
0.24,10.00
0.24,10.00
0.24,2.00
0.24,2.50
0.24,2.00
0.24,6.00
0.25,3.00
0.25,1.50
0.25,2.00
0.25,1.70
0.25,4.00
0.25,2.00
0.25,1.20
0.25,2.30
0.25,2.00
0.25,3.00
0.25,10.00
0.25,10.00
0.25,2.20
0.25,2.00
0.25,10.00
0.25,10.00
0.25,2.20
0.25,2.00
0.25,1.90
0.25,1.50
0.25,1.80
0.25,2.00
0.25,2.00
0.25,1.90
0.25,1.70
0.25,1.40
0.25,2.20
0.25,1.70
0.25,2.20
0.25,1.90
0.25,1.70
0.25,2.70
0.25,7.00
0.25,10.00
0.25,2.10
0.25,1.00
0.25,10.00
0.25,1.00
0.25,1.00
0.25,10.00
0.25,2.00
0.25,2.10
0.25,4.00
0.26,2.40
0.26,2.20
0.26,2.20
0.26,1.20
0.26,10.00
0.26,4.00
0.26,10.00
0.26,10.00
0.26,10.00
0.26,2.10
0.26,2.10
0.26,10.00
0.26,2.20
0.26,10.00
0.26,1.70
0.26,2.00
0.26,1.80
0.26,2.20
0.26,2.10
0.26,1.00
0.26,1.90
0.26,1.70
0.26,1.80
0.26,2.20
0.26,2.10
0.26,2.10
0.26,2.10
0.26,2.10
0.26,1.50
0.26,1.70
0.26,1.30
0.26,2.30
0.26,1.80
0.26,2.00
0.26,0.90
0.26,5.00
0.26,1.00
0.26,1.70
0.26,10.00
0.26,10.00
0.26,1.40
0.26,1.00
0.26,3.00
0.27,2.20
0.27,2.40
0.27,3.00
0.27,4.00
0.27,2.00
0.27,2.30
0.27,2.10
0.27,1.70
0.27,1.80
0.27,1.30
0.27,10.00
0.27,2.60
0.27,2.50
0.27,2.10
0.27,10.00
0.27,2.10
0.27,0.90
0.27,2.00
0.27,2.20
0.27,1.30
0.27,2.20
0.27,2.40
0.27,1.90
0.27,10.00
0.27,2.00
0.27,1.60
0.27,2.00
0.27,2.00
0.27,1.90
0.27,1.50
0.27,2.10
0.27,1.30
0.27,1.20
0.27,1.50
0.27,7.00
0.27,4.00
0.27,2.20
0.27,2.30
0.27,2.00
0.27,1.70
0.27,2.00
0.27,1.00
0.27,1.90
0.28,5.20
0.28,2.20
0.28,5.00
0.28,3.50
0.28,3.40
0.28,3.00
0.28,2.60
0.28,3.00
0.28,10.00
0.28,2.00
0.28,3.00
0.28,4.00
0.28,3.00
0.28,3.00
0.28,2.20
0.28,3.00
0.28,10.00
0.28,1.10
0.28,2.20
0.28,10.00
0.28,2.50
0.28,10.00
0.28,10.00
0.28,10.00
0.28,10.00
0.28,10.00
0.28,10.00
0.28,3.00
0.28,2.30
0.28,2.20
0.28,1.30
0.28,2.00
0.28,2.10
0.28,2.20
0.28,2.20
0.28,3.50
0.28,2.00
0.28,1.50
0.28,1.90
0.28,2.00
0.28,0.50
0.28,10.00
0.28,4.00
0.28,2.90
0.28,2.20
0.28,2.10
0.28,1.00
0.28,3.00
0.28,2.40
0.28,1.90
0.28,4.00
0.28,4.00
0.29,3.50
0.29,3.50
0.29,3.00
0.29,4.00
0.29,2.20
0.29,2.80
0.29,2.70
0.29,3.00
0.29,4.00
0.29,2.30
0.29,2.50
0.29,10.00
0.29,1.90
0.29,1.60
0.29,3.00
0.29,1.80
0.29,3.00
0.29,10.00
0.29,4.00
0.29,2.20
0.29,10.00
0.29,2.20
0.29,2.00
0.29,10.00
0.29,2.00
0.29,2.40
0.29,2.20
0.29,2.30
0.29,2.20
0.29,2.20
0.29,2.20
0.29,2.20
0.29,1.70
0.29,2.30
0.29,2.20
0.29,2.10
0.29,1.90
0.29,1.90
0.29,2.10
0.29,3.00
0.29,1.20
0.29,2.10
0.29,2.00
0.29,2.00
0.29,1.50
0.29,1.70
0.29,3.00
0.29,1.60
0.29,3.00
0.29,2.00
0.29,10.00
0.29,3.00
0.29,15.00
0.29,4.50
0.29,5.00
0.29,4.00
0.29,3.00
0.30,2.90
0.30,2.70
0.30,4.40
0.30,2.30
0.30,2.00
0.30,2.80
0.30,2.00
0.30,10.00
0.30,2.30
0.30,1.90
0.30,2.50
0.30,1.70
0.30,1.00
0.30,10.00
0.30,10.00
0.30,10.00
0.30,10.00
0.30,2.20
0.30,2.70
0.30,2.00
0.30,2.00
0.30,2.30
0.30,3.00
0.30,2.30
0.30,1.00
0.30,2.50
0.30,4.00
0.30,10.00
0.30,1.80
0.30,2.50
0.30,2.50
0.30,2.30
0.30,2.00
0.30,10.00
0.30,10.00
0.30,6.00
0.30,5.10
0.30,6.00
0.30,2.20
0.30,4.00
0.30,4.00
0.31,1.40
0.31,3.10
0.31,4.00
0.31,2.00
0.31,2.30
0.31,4.00
0.31,3.00
0.31,3.60
0.31,3.50
0.31,3.50
0.31,3.10
0.31,2.00
0.31,4.00
0.31,1.50
0.31,1.00
0.31,2.10
0.31,10.00
0.31,1.40
0.31,2.20
0.31,2.40
0.31,2.70
0.31,3.00
0.31,2.00
0.31,10.00
0.31,10.00
0.31,2.00
0.31,10.00
0.31,1.70
0.31,3.00
0.31,10.00
0.31,2.30
0.31,10.00
0.31,2.40
0.31,2.20
0.31,2.20
0.31,2.50
0.31,1.50
0.31,2.20
0.31,1.80
0.31,2.50
0.31,2.00
0.31,1.90
0.31,2.50
0.31,2.40
0.31,3.00
0.31,1.00
0.31,3.00
0.31,4.30
0.31,3.00
0.31,2.00
0.31,4.40
0.31,5.00
0.31,4.00
0.31,4.00
0.32,2.00
0.32,4.60
0.32,3.90
0.32,3.50
0.32,1.00
0.32,1.00
0.32,3.00
0.32,2.00
0.32,1.30
0.32,4.40
0.32,2.20
0.32,3.00
0.32,0.40
0.32,3.00
0.32,4.00
0.32,2.80
0.32,3.00
0.32,3.00
0.32,2.00
0.32,2.40
0.32,2.30
0.32,2.30
0.32,3.00
0.32,3.10
0.32,2.30
0.32,4.00
0.32,3.00
0.32,2.30
0.32,2.00
0.32,10.00
0.32,2.00
0.32,7.00
0.32,10.00
0.32,10.00
0.32,3.00
0.32,2.70
0.32,10.00
0.32,4.00
0.32,3.80
0.32,2.10
0.32,2.00
0.32,4.00
0.33,3.00
0.33,4.00
0.33,2.80
0.33,2.50
0.33,1.00
0.33,10.00
0.33,4.00
0.33,1.50
0.33,2.70
0.33,2.10
0.33,2.20
0.33,4.00
0.33,2.10
0.33,10.00
0.33,2.10
0.33,3.50
0.33,2.60
0.33,2.30
0.33,10.00
0.33,10.00
0.33,10.00
0.33,10.00
0.33,2.60
0.33,3.00
0.33,2.30
0.33,3.00
0.33,2.00
0.33,2.00
0.33,2.00
0.33,3.20
0.33,2.00
0.33,2.00
0.33,5.00
0.33,1.50
0.33,3.00
0.33,2.00
0.33,10.00
0.33,4.00
0.33,2.70
0.33,1.00
0.33,4.00
0.33,4.00
0.33,2.00
0.33,10.00
0.33,5.00
0.33,2.30
0.34,2.70
0.34,2.30
0.34,4.00
0.34,2.00
0.34,3.40
0.34,3.50
0.34,4.00
0.34,4.00
0.34,1.90
0.34,2.00
0.34,3.00
0.34,2.70
0.34,3.00
0.34,2.70
0.34,10.00
0.34,2.50
0.34,2.40
0.34,10.00
0.34,2.00
0.34,3.00
0.34,4.00
0.34,2.90
0.34,2.20
0.34,2.00
0.34,3.00
0.34,2.70
0.34,2.00
0.34,2.00
0.34,4.00
0.34,1.00
0.34,4.00
0.34,3.00
0.34,2.20
0.34,1.90
0.35,3.90
0.35,5.00
0.35,2.70
0.35,1.90
0.35,2.50
0.35,10.00
0.35,1.90
0.35,3.90
0.35,3.00
0.35,2.70
0.35,10.00
0.35,3.00
0.35,2.70
0.35,3.30
0.35,10.00
0.35,10.00
0.35,1.00
0.35,2.00
0.35,1.50
0.35,2.10
0.35,4.00
0.35,3.00
0.35,4.00
0.35,10.00
0.35,2.00
0.35,6.00
0.35,6.10
0.35,2.00
0.35,2.30
0.36,4.00
0.36,1.00
0.36,4.00
0.36,4.00
0.36,3.00
0.36,3.00
0.36,3.60
0.36,3.30
0.36,2.00
0.36,5.00
0.36,3.00
0.36,3.10
0.36,1.70
0.36,2.70
0.36,3.00
0.36,2.80
0.36,2.50
0.36,3.10
0.36,3.00
0.36,10.00
0.36,3.00
0.36,4.00
0.36,4.80
0.36,2.20
0.36,2.00
0.36,4.00
0.37,4.00
0.37,1.60
0.37,4.00
0.37,3.00
0.37,10.00
0.37,2.30
0.37,2.70
0.37,2.70
0.37,3.00
0.37,3.00
0.37,3.00
0.37,4.00
0.37,10.00
0.37,2.40
0.37,7.00
0.37,1.20
0.37,4.00
0.37,2.70
0.37,3.30
0.37,8.00
0.37,10.00
0.37,6.40
0.37,4.00
0.38,1.00
0.38,3.40
0.38,1.00
0.38,1.90
0.38,5.00
0.38,2.00
0.38,1.00
0.38,2.10
0.38,10.00
0.38,3.00
0.38,3.10
0.38,2.70
0.38,10.00
0.38,10.00
0.38,2.00
0.38,2.40
0.38,2.10
0.38,2.10
0.38,3.00
0.38,3.50
0.38,2.50
0.38,2.70
0.38,10.00
0.38,10.00
0.38,1.00
0.38,5.00
0.39,3.00
0.39,3.00
0.39,7.00
0.39,3.00
0.39,1.80
0.39,3.00
0.39,1.00
0.39,3.30
0.39,10.00
0.39,4.00
0.39,10.00
0.39,2.50
0.39,40.00
0.39,3.00
0.39,3.00
0.39,1.90
0.39,2.70
0.39,3.30
0.39,3.90
0.39,2.90
0.39,10.00
0.39,10.00
0.39,4.00
0.39,5.20
0.39,2.40
0.39,2.50
0.39,2.50
0.40,3.50
0.40,3.50
0.40,5.00
0.40,3.50
0.40,4.00
0.40,1.00
0.40,2.20
0.40,4.00
0.40,2.70
0.40,5.00
0.40,2.80
0.40,2.20
0.40,10.00
0.40,3.21
0.40,2.90
0.40,3.00
0.40,3.00
0.40,4.00
0.40,3.50
0.40,4.00
0.40,4.00
0.40,10.00
0.40,2.80
0.40,3.20
0.40,4.10
0.40,4.00
0.40,10.00
0.40,3.00
0.40,5.00
0.40,7.00
0.40,1.00
0.40,1.00
0.40,4.00
0.40,4.40
0.40,4.00
0.41,3.60
0.41,5.00
0.41,4.40
0.41,3.50
0.41,2.00
0.41,4.00
0.41,5.00
0.41,3.50
0.41,3.40
0.41,2.00
0.41,2.00
0.41,2.50
0.41,5.00
0.41,3.00
0.41,5.00
0.41,4.00
0.41,3.00
0.41,2.70
0.41,5.00
0.41,10.00
0.41,2.20
0.41,3.40
0.41,5.00
0.41,5.00
0.41,8.00
0.42,6.80
0.42,3.00
0.42,4.50
0.42,4.00
0.42,2.70
0.42,4.00
0.42,9.00
0.42,3.70
0.42,3.00
0.42,3.00
0.42,2.30
0.42,4.00
0.42,3.00
0.42,2.70
0.42,2.00
0.42,2.30
0.42,4.00
0.42,2.50
0.42,3.00
0.42,4.00
0.43,3.90
0.43,1.00
0.43,5.00
0.43,3.50
0.43,3.00
0.43,10.00
0.43,4.50
0.43,3.00
0.43,3.10
0.43,4.00
0.43,4.00
0.43,4.00
0.43,5.00
0.43,4.00
0.43,10.00
0.43,13.00
0.43,7.00
0.43,5.00
0.43,2.80
0.43,2.40
0.43,4.00
0.43,5.00
0.44,1.00
0.44,2.00
0.44,4.00
0.44,2.00
0.44,15.00
0.44,3.00
0.44,1.20
0.44,4.00
0.44,3.00
0.44,4.00
0.44,5.00
0.44,2.70
0.44,2.40
0.44,3.20
0.44,2.90
0.44,5.00
0.44,3.70
0.44,5.00
0.45,6.00
0.45,5.00
0.45,5.00
0.45,3.00
0.45,3.30
0.45,4.00
0.45,3.30
0.45,2.50
0.45,3.50
0.45,3.50
0.45,4.40
0.45,4.00
0.45,3.70
0.45,3.80
0.45,2.90
0.45,2.00
0.45,2.40
0.45,3.00
0.45,4.00
0.45,4.00
0.45,4.00
